"countries","rank","gdp billinors"
"Sweden","22","4,937.4"
"Sweden","22","4,223.1"
"Sweden","22","3,186.9"
"Sweden","22","3,173.4"
"Sweden","22","2,937.5"
"Sweden","22","2,099.9"
"Sweden","22","1,990.8"
"Sweden","22","1,798.5"
"Sweden","22","1,775.8"
"Sweden","22","1,609.0"
"Sweden","22","1,542.7"
"Sweden","22","1,425.3"
"Sweden","22","1,293.0"
"Sweden","22","1,186.1"
"Sweden","22","1,018.0"
"Sweden","22","833.5"
"Sweden","22","815.3"
"Sweden","22","812.9"
"Sweden","22","674.0"
"Sweden","22","627.4"
"Sweden","22","599.9"
"Sweden","22","506.0"
"Sweden","22","498.6"
"Sweden","22","491.5"
"Sweden","22","482.4"
"Sweden","22","482.4"
"Sweden","22","481.6"
"Sweden","22","477.1"
"Sweden","22","440.8"
"Sweden","22","419.9"
"Sweden","22","416.3"
"Sweden","22","404.1"
"Sweden","22","397.1"
"Sweden","22","397.0"
"Sweden","22","394.1"
"Sweden","22","372.7"
"Sweden","22","368.1"
"Sweden","22","362.6"
"Sweden","22","358.9"
"Sweden","22","346.3"
"Sweden","22","317.1"
"Sweden","22","314.3"
"Sweden","22","299.2"
"Sweden","22","284.1"
"Sweden","22","282.3"
"Sweden","22","250.0"
"Sweden","22","249.9"
"Sweden","22","231.5"
"Belgium","23","22,996.1"
"Belgium","23","17,734.1"
"Belgium","23","4,937.4"
"Belgium","23","4,223.1"
"Belgium","23","3,186.9"
"Belgium","23","3,173.4"
"Belgium","23","2,937.5"
"Belgium","23","2,099.9"
"Belgium","23","1,990.8"
"Belgium","23","1,798.5"
"Belgium","23","1,775.8"
"Belgium","23","1,609.0"
"Belgium","23","1,542.7"
"Belgium","23","1,425.3"
"Belgium","23","1,293.0"
"Belgium","23","1,186.1"
"Belgium","23","1,018.0"
"Belgium","23","833.5"
"Belgium","23","815.3"
"Belgium","23","812.9"
"Belgium","23","674.0"
"Belgium","23","627.4"
"Belgium","23","599.9"
"Belgium","23","506.0"
"Belgium","23","498.6"
"Belgium","23","491.5"
"Belgium","23","482.4"
"Belgium","23","482.4"
"Belgium","23","481.6"
"Belgium","23","477.1"
"Belgium","23","440.8"
"Belgium","23","419.9"
"Belgium","23","416.3"
"Belgium","23","404.1"
"Belgium","23","397.1"
"Belgium","23","397.0"
"Belgium","23","394.1"
"Belgium","23","372.7"
"Belgium","23","368.1"
"Belgium","23","362.6"
"Belgium","23","358.9"
"Belgium","23","346.3"
"Belgium","23","317.1"
"Belgium","23","314.3"
"Belgium","23","299.2"
"Belgium","23","284.1"
"Belgium","23","282.3"
"Belgium","23","250.0"
"Belgium","23","249.9"
"Belgium","23","231.5"
"Thailand","24","22,996.1"
"Thailand","24","17,734.1"
"Thailand","24","4,937.4"
"Thailand","24","4,223.1"
"Thailand","24","3,186.9"
"Thailand","24","3,173.4"
"Thailand","24","2,937.5"
"Thailand","24","2,099.9"
"Thailand","24","1,990.8"
"Thailand","24","1,798.5"
"Thailand","24","1,775.8"
"Thailand","24","1,609.0"
"Thailand","24","1,542.7"
"Thailand","24","1,425.3"
"Thailand","24","1,293.0"
"Thailand","24","1,186.1"
"Thailand","24","1,018.0"
"Thailand","24","833.5"
"Thailand","24","815.3"
"Thailand","24","812.9"
"Thailand","24","674.0"
"Thailand","24","627.4"
"Thailand","24","599.9"
"Thailand","24","506.0"
"Thailand","24","498.6"
"Thailand","24","491.5"
"Thailand","24","482.4"
"Thailand","24","482.4"
"Thailand","24","481.6"
"Thailand","24","477.1"
"Thailand","24","440.8"
"Thailand","24","419.9"
"Thailand","24","416.3"
"Thailand","24","404.1"
"Thailand","24","397.1"
"Thailand","24","397.0"
"Thailand","24","394.1"
"Thailand","24","372.7"
"Thailand","24","368.1"
"Thailand","24","362.6"
"Thailand","24","358.9"
"Thailand","24","346.3"
"Thailand","24","317.1"
"Thailand","24","314.3"
"Thailand","24","299.2"
"Thailand","24","284.1"
"Thailand","24","282.3"
"Thailand","24","250.0"
"Thailand","24","249.9"
"Thailand","24","231.5"
"Ireland","25","22,996.1"
"Ireland","25","17,734.1"
"Ireland","25","4,937.4"
"Ireland","25","4,223.1"
"Ireland","25","3,186.9"
"Ireland","25","3,173.4"
"Ireland","25","2,937.5"
"Ireland","25","2,099.9"
"Ireland","25","1,990.8"
"Ireland","25","1,798.5"
"Ireland","25","1,775.8"
"Ireland","25","1,609.0"
"Ireland","25","1,542.7"
"Ireland","25","1,425.3"
"Ireland","25","1,293.0"
"Ireland","25","1,186.1"
"Ireland","25","1,018.0"
"Ireland","25","833.5"
"Ireland","25","815.3"
"Ireland","25","812.9"
"Ireland","25","674.0"
"Ireland","25","627.4"
"Ireland","25","599.9"
"Ireland","25","506.0"
"Ireland","25","498.6"
"Ireland","25","491.5"
"Ireland","25","482.4"
"Ireland","25","482.4"
"Ireland","25","481.6"
"Ireland","25","477.1"
"Ireland","25","440.8"
"Ireland","25","419.9"
"Ireland","25","416.3"
"Ireland","25","404.1"
"Ireland","25","397.1"
"Ireland","25","397.0"
"Ireland","25","394.1"
"Ireland","25","372.7"
"Ireland","25","368.1"
"Ireland","25","362.6"
"Ireland","25","358.9"
"Ireland","25","346.3"
"Ireland","25","317.1"
"Ireland","25","314.3"
"Ireland","25","299.2"
"Ireland","25","284.1"
"Ireland","25","282.3"
"Ireland","25","250.0"
"Ireland","25","249.9"
"Ireland","25","231.5"
"Argentina","26","22,996.1"
"Argentina","26","17,734.1"
"Argentina","26","4,937.4"
"Argentina","26","4,223.1"
"Argentina","26","3,186.9"
"Argentina","26","3,173.4"
"Argentina","26","2,937.5"
"Argentina","26","2,099.9"
"Argentina","26","1,990.8"
"Argentina","26","1,798.5"
"Argentina","26","1,775.8"
"Argentina","26","1,609.0"
"Argentina","26","1,542.7"
"Argentina","26","1,425.3"
"Argentina","26","1,293.0"
"Argentina","26","1,186.1"
"Argentina","26","1,018.0"
"Argentina","26","833.5"
"Argentina","26","815.3"
"Argentina","26","812.9"
"Argentina","26","674.0"
"Argentina","26","627.4"
"Argentina","26","599.9"
"Argentina","26","506.0"
"Argentina","26","498.6"
"Argentina","26","491.5"
"Argentina","26","482.4"
"Argentina","26","482.4"
"Argentina","26","481.6"
"Argentina","26","477.1"
"Argentina","26","440.8"
"Argentina","26","419.9"
"Argentina","26","416.3"
"Argentina","26","404.1"
"Argentina","26","397.1"
"Argentina","26","397.0"
"Argentina","26","394.1"
"Argentina","26","372.7"
"Argentina","26","368.1"
"Argentina","26","362.6"
"Argentina","26","358.9"
"Argentina","26","346.3"
"Argentina","26","317.1"
"Argentina","26","314.3"
"Argentina","26","299.2"
"Argentina","26","284.1"
"Argentina","26","282.3"
"Argentina","26","250.0"
"Argentina","26","249.9"
"Argentina","26","231.5"
"Norway","27","22,996.1"
"Norway","27","17,734.1"
"Norway","27","4,937.4"
"Norway","27","4,223.1"
"Norway","27","3,186.9"
"Norway","27","3,173.4"
"Norway","27","2,937.5"
"Norway","27","2,099.9"
"Norway","27","1,990.8"
"Norway","27","1,798.5"
"Norway","27","1,775.8"
"Norway","27","1,609.0"
"Norway","27","1,542.7"
"Norway","27","1,425.3"
"Norway","27","1,293.0"
"Norway","27","1,186.1"
"Norway","27","1,018.0"
"Norway","27","833.5"
"Norway","27","815.3"
"Norway","27","812.9"
"Norway","27","674.0"
"Norway","27","627.4"
"Norway","27","599.9"
"Norway","27","506.0"
"Norway","27","498.6"
"Norway","27","491.5"
"Norway","27","482.4"
"Norway","27","482.4"
"Norway","27","481.6"
"Norway","27","477.1"
"Norway","27","440.8"
"Norway","27","419.9"
"Norway","27","416.3"
"Norway","27","404.1"
"Norway","27","397.1"
"Norway","27","397.0"
"Norway","27","394.1"
"Norway","27","372.7"
"Norway","27","368.1"
"Norway","27","362.6"
"Norway","27","358.9"
"Norway","27","346.3"
"Norway","27","317.1"
"Norway","27","314.3"
"Norway","27","299.2"
"Norway","27","284.1"
"Norway","27","282.3"
"Norway","27","250.0"
"Norway","27","249.9"
"Norway","27","231.5"
"Venezuela","28","22,996.1"
"Venezuela","28","17,734.1"
"Venezuela","28","4,937.4"
"Venezuela","28","4,223.1"
"Venezuela","28","3,186.9"
"Venezuela","28","3,173.4"
"Venezuela","28","2,937.5"
"Venezuela","28","2,099.9"
"Venezuela","28","1,990.8"
"Venezuela","28","1,798.5"
"Venezuela","28","1,775.8"
"Venezuela","28","1,609.0"
"Venezuela","28","1,542.7"
"Venezuela","28","1,425.3"
"Venezuela","28","1,293.0"
"Venezuela","28","1,186.1"
"Venezuela","28","1,018.0"
"Venezuela","28","833.5"
"Venezuela","28","815.3"
"Venezuela","28","812.9"
"Venezuela","28","674.0"
"Venezuela","28","627.4"
"Venezuela","28","599.9"
"Venezuela","28","506.0"
"Venezuela","28","498.6"
"Venezuela","28","491.5"
"Venezuela","28","482.4"
"Venezuela","28","482.4"
"Venezuela","28","481.6"
"Venezuela","28","477.1"
"Venezuela","28","440.8"
"Venezuela","28","419.9"
"Venezuela","28","416.3"
"Venezuela","28","404.1"
"Venezuela","28","397.1"
"Venezuela","28","397.0"
"Venezuela","28","394.1"
"Venezuela","28","372.7"
"Venezuela","28","368.1"
"Venezuela","28","362.6"
"Venezuela","28","358.9"
"Venezuela","28","346.3"
"Venezuela","28","317.1"
"Venezuela","28","314.3"
"Venezuela","28","299.2"
"Venezuela","28","284.1"
"Venezuela","28","282.3"
"Venezuela","28","250.0"
"Venezuela","28","249.9"
"Venezuela","28","231.5"
"Israel","29","22,996.1"
"Israel","29","17,734.1"
"Israel","29","4,937.4"
"Israel","29","4,223.1"
"Israel","29","3,186.9"
"Israel","29","3,173.4"
"Israel","29","2,937.5"
"Israel","29","2,099.9"
"Israel","29","1,990.8"
"Israel","29","1,798.5"
"Israel","29","1,775.8"
"Israel","29","1,609.0"
"Israel","29","1,542.7"
"Israel","29","1,425.3"
"Israel","29","1,293.0"
"Israel","29","1,186.1"
"Israel","29","1,018.0"
"Israel","29","833.5"
"Israel","29","815.3"
"Israel","29","812.9"
"Israel","29","674.0"
"Israel","29","627.4"
"Israel","29","599.9"
"Israel","29","506.0"
"Israel","29","498.6"
"Israel","29","491.5"
"Israel","29","482.4"
"Israel","29","482.4"
"Israel","29","481.6"
"Israel","29","477.1"
"Israel","29","440.8"
"Israel","29","419.9"
"Israel","29","416.3"
"Israel","29","404.1"
"Israel","29","397.1"
"Israel","29","397.0"
"Israel","29","394.1"
"Israel","29","372.7"
"Israel","29","368.1"
"Israel","29","362.6"
"Israel","29","358.9"
"Israel","29","346.3"
"Israel","29","317.1"
"Israel","29","314.3"
"Israel","29","299.2"
"Israel","29","284.1"
"Israel","29","282.3"
"Israel","29","250.0"
"Israel","29","249.9"
"Israel","29","231.5"
"Austria","30","22,996.1"
"Austria","30","17,734.1"
"Austria","30","4,937.4"
"Austria","30","4,223.1"
"Austria","30","3,186.9"
"Austria","30","3,173.4"
"Austria","30","2,937.5"
"Austria","30","2,099.9"
"Austria","30","1,990.8"
"Austria","30","1,798.5"
"Austria","30","1,775.8"
"Austria","30","1,609.0"
"Austria","30","1,542.7"
"Austria","30","1,425.3"
"Austria","30","1,293.0"
"Austria","30","1,186.1"
"Austria","30","1,018.0"
"Austria","30","833.5"
"Austria","30","815.3"
"Austria","30","812.9"
"Austria","30","674.0"
"Austria","30","627.4"
"Austria","30","599.9"
"Austria","30","506.0"
"Austria","30","498.6"
"Austria","30","491.5"
"Austria","30","482.4"
"Austria","30","482.4"
"Austria","30","481.6"
"Austria","30","477.1"
"Austria","30","440.8"
"Austria","30","419.9"
"Austria","30","416.3"
"Austria","30","404.1"
"Austria","30","397.1"
"Austria","30","397.0"
"Austria","30","394.1"
"Austria","30","372.7"
"Austria","30","368.1"
"Austria","30","362.6"
"Austria","30","358.9"
"Austria","30","346.3"
"Austria","30","317.1"
"Austria","30","314.3"
"Austria","30","299.2"
"Austria","30","284.1"
"Austria","30","282.3"
"Austria","30","250.0"
"Austria","30","249.9"
"Austria","30","231.5"
"Nigeria","31","22,996.1"
"Nigeria","31","17,734.1"
"Nigeria","31","4,937.4"
"Nigeria","31","4,223.1"
"Nigeria","31","3,186.9"
"Nigeria","31","3,173.4"
"Nigeria","31","2,937.5"
"Nigeria","31","2,099.9"
"Nigeria","31","1,990.8"
"Nigeria","31","1,798.5"
"Nigeria","31","1,775.8"
"Nigeria","31","1,609.0"
"Nigeria","31","1,542.7"
"Nigeria","31","1,425.3"
"Nigeria","31","1,293.0"
"Nigeria","31","1,186.1"
"Nigeria","31","1,018.0"
"Nigeria","31","833.5"
"Nigeria","31","815.3"
"Nigeria","31","812.9"
"Nigeria","31","674.0"
"Nigeria","31","627.4"
"Nigeria","31","599.9"
"Nigeria","31","506.0"
"Nigeria","31","498.6"
"Nigeria","31","491.5"
"Nigeria","31","482.4"
"Nigeria","31","482.4"
"Nigeria","31","481.6"
"Nigeria","31","477.1"
"Nigeria","31","440.8"
"Nigeria","31","419.9"
"Nigeria","31","416.3"
"Nigeria","31","404.1"
"Nigeria","31","397.1"
"Nigeria","31","397.0"
"Nigeria","31","394.1"
"Nigeria","31","372.7"
"Nigeria","31","368.1"
"Nigeria","31","362.6"
"Nigeria","31","358.9"
"Nigeria","31","346.3"
"Nigeria","31","317.1"
"Nigeria","31","314.3"
"Nigeria","31","299.2"
"Nigeria","31","284.1"
"Nigeria","31","282.3"
"Nigeria","31","250.0"
"Nigeria","31","249.9"
"Nigeria","31","231.5"
"South Africa","32","22,996.1"
"South Africa","32","17,734.1"
"South Africa","32","4,937.4"
"South Africa","32","4,223.1"
"South Africa","32","3,186.9"
"South Africa","32","3,173.4"
"South Africa","32","2,937.5"
"South Africa","32","2,099.9"
"South Africa","32","1,990.8"
"South Africa","32","1,798.5"
"South Africa","32","1,775.8"
"South Africa","32","1,609.0"
"South Africa","32","1,542.7"
"South Africa","32","1,425.3"
"South Africa","32","1,293.0"
"South Africa","32","1,186.1"
"South Africa","32","1,018.0"
"South Africa","32","833.5"
"South Africa","32","815.3"
"South Africa","32","812.9"
"South Africa","32","674.0"
"South Africa","32","627.4"
"South Africa","32","599.9"
"South Africa","32","506.0"
"South Africa","32","498.6"
"South Africa","32","491.5"
"South Africa","32","482.4"
"South Africa","32","482.4"
"South Africa","32","481.6"
"South Africa","32","477.1"
"South Africa","32","440.8"
"South Africa","32","419.9"
"South Africa","32","416.3"
"South Africa","32","404.1"
"South Africa","32","397.1"
"South Africa","32","397.0"
"South Africa","32","394.1"
"South Africa","32","372.7"
"South Africa","32","368.1"
"South Africa","32","362.6"
"South Africa","32","358.9"
"South Africa","32","346.3"
"South Africa","32","317.1"
"South Africa","32","314.3"
"South Africa","32","299.2"
"South Africa","32","284.1"
"South Africa","32","282.3"
"South Africa","32","250.0"
"South Africa","32","249.9"
"South Africa","32","231.5"
"Bangladesh","33","22,996.1"
"Bangladesh","33","17,734.1"
"Bangladesh","33","4,937.4"
"Bangladesh","33","4,223.1"
"Bangladesh","33","3,186.9"
"Bangladesh","33","3,173.4"
"Bangladesh","33","2,937.5"
"Bangladesh","33","2,099.9"
"Bangladesh","33","1,990.8"
"Bangladesh","33","1,798.5"
"Bangladesh","33","1,775.8"
"Bangladesh","33","1,609.0"
"Bangladesh","33","1,542.7"
"Bangladesh","33","1,425.3"
"Bangladesh","33","1,293.0"
"Bangladesh","33","1,186.1"
"Bangladesh","33","1,018.0"
"Bangladesh","33","833.5"
"Bangladesh","33","815.3"
"Bangladesh","33","812.9"
"Bangladesh","33","674.0"
"Bangladesh","33","627.4"
"Bangladesh","33","599.9"
"Bangladesh","33","506.0"
"Bangladesh","33","498.6"
"Bangladesh","33","491.5"
"Bangladesh","33","482.4"
"Bangladesh","33","482.4"
"Bangladesh","33","481.6"
"Bangladesh","33","477.1"
"Bangladesh","33","440.8"
"Bangladesh","33","419.9"
"Bangladesh","33","416.3"
"Bangladesh","33","404.1"
"Bangladesh","33","397.1"
"Bangladesh","33","397.0"
"Bangladesh","33","394.1"
"Bangladesh","33","372.7"
"Bangladesh","33","368.1"
"Bangladesh","33","362.6"
"Bangladesh","33","358.9"
"Bangladesh","33","346.3"
"Bangladesh","33","317.1"
"Bangladesh","33","314.3"
"Bangladesh","33","299.2"
"Bangladesh","33","284.1"
"Bangladesh","33","282.3"
"Bangladesh","33","250.0"
"Bangladesh","33","249.9"
"Bangladesh","33","231.5"
"Egypt","34","22,996.1"
"Egypt","34","17,734.1"
"Egypt","34","4,937.4"
"Egypt","34","4,223.1"
"Egypt","34","3,186.9"
"Egypt","34","3,173.4"
"Egypt","34","2,937.5"
"Egypt","34","2,099.9"
"Egypt","34","1,990.8"
"Egypt","34","1,798.5"
"Egypt","34","1,775.8"
"Egypt","34","1,609.0"
"Egypt","34","1,542.7"
"Egypt","34","1,425.3"
"Egypt","34","1,293.0"
"Egypt","34","1,186.1"
"Egypt","34","1,018.0"
"Egypt","34","833.5"
"Egypt","34","815.3"
"Egypt","34","812.9"
"Egypt","34","674.0"
"Egypt","34","627.4"
"Egypt","34","599.9"
"Egypt","34","506.0"
"Egypt","34","498.6"
"Egypt","34","491.5"
"Egypt","34","482.4"
"Egypt","34","482.4"
"Egypt","34","481.6"
"Egypt","34","477.1"
"Egypt","34","440.8"
"Egypt","34","419.9"
"Egypt","34","416.3"
"Egypt","34","404.1"
"Egypt","34","397.1"
"Egypt","34","397.0"
"Egypt","34","394.1"
"Egypt","34","372.7"
"Egypt","34","368.1"
"Egypt","34","362.6"
"Egypt","34","358.9"
"Egypt","34","346.3"
"Egypt","34","317.1"
"Egypt","34","314.3"
"Egypt","34","299.2"
"Egypt","34","284.1"
"Egypt","34","282.3"
"Egypt","34","250.0"
"Egypt","34","249.9"
"Egypt","34","231.5"
"Denmark","35","22,996.1"
"Denmark","35","17,734.1"
"Denmark","35","4,937.4"
"Denmark","35","4,223.1"
"Denmark","35","3,186.9"
"Denmark","35","3,173.4"
"Denmark","35","2,937.5"
"Denmark","35","2,099.9"
"Denmark","35","1,990.8"
"Denmark","35","1,798.5"
"Denmark","35","1,775.8"
"Denmark","35","1,609.0"
"Denmark","35","1,542.7"
"Denmark","35","1,425.3"
"Denmark","35","1,293.0"
"Denmark","35","1,186.1"
"Denmark","35","1,018.0"
"Denmark","35","833.5"
"Denmark","35","815.3"
"Denmark","35","812.9"
"Denmark","35","674.0"
"Denmark","35","627.4"
"Denmark","35","599.9"
"Denmark","35","506.0"
"Denmark","35","498.6"
"Denmark","35","491.5"
"Denmark","35","482.4"
"Denmark","35","482.4"
"Denmark","35","481.6"
"Denmark","35","477.1"
"Denmark","35","440.8"
"Denmark","35","419.9"
"Denmark","35","416.3"
"Denmark","35","404.1"
"Denmark","35","397.1"
"Denmark","35","397.0"
"Denmark","35","394.1"
"Denmark","35","372.7"
"Denmark","35","368.1"
"Denmark","35","362.6"
"Denmark","35","358.9"
"Denmark","35","346.3"
"Denmark","35","317.1"
"Denmark","35","314.3"
"Denmark","35","299.2"
"Denmark","35","284.1"
"Denmark","35","282.3"
"Denmark","35","250.0"
"Denmark","35","249.9"
"Denmark","35","231.5"
"Singapore","36","22,996.1"
"Singapore","36","17,734.1"
"Singapore","36","4,937.4"
"Singapore","36","4,223.1"
"Singapore","36","3,186.9"
"Singapore","36","3,173.4"
"Singapore","36","2,937.5"
"Singapore","36","2,099.9"
"Singapore","36","1,990.8"
"Singapore","36","1,798.5"
"Singapore","36","1,775.8"
"Singapore","36","1,609.0"
"Singapore","36","1,542.7"
"Singapore","36","1,425.3"
"Singapore","36","1,293.0"
"Singapore","36","1,186.1"
"Singapore","36","1,018.0"
"Singapore","36","833.5"
"Singapore","36","815.3"
"Singapore","36","812.9"
"Singapore","36","674.0"
"Singapore","36","627.4"
"Singapore","36","599.9"
"Singapore","36","506.0"
"Singapore","36","498.6"
"Singapore","36","491.5"
"Singapore","36","482.4"
"Singapore","36","482.4"
"Singapore","36","481.6"
"Singapore","36","477.1"
"Singapore","36","440.8"
"Singapore","36","419.9"
"Singapore","36","416.3"
"Singapore","36","404.1"
"Singapore","36","397.1"
"Singapore","36","397.0"
"Singapore","36","394.1"
"Singapore","36","372.7"
"Singapore","36","368.1"
"Singapore","36","362.6"
"Singapore","36","358.9"
"Singapore","36","346.3"
"Singapore","36","317.1"
"Singapore","36","314.3"
"Singapore","36","299.2"
"Singapore","36","284.1"
"Singapore","36","282.3"
"Singapore","36","250.0"
"Singapore","36","249.9"
"Singapore","36","231.5"
"Philippines","37","22,996.1"
"Philippines","37","17,734.1"
"Philippines","37","4,937.4"
"Philippines","37","4,223.1"
"Philippines","37","3,186.9"
"Philippines","37","3,173.4"
"Philippines","37","2,937.5"
"Philippines","37","2,099.9"
"Philippines","37","1,990.8"
"Philippines","37","1,798.5"
"Philippines","37","1,775.8"
"Philippines","37","1,609.0"
"Philippines","37","1,542.7"
"Philippines","37","1,425.3"
"Philippines","37","1,293.0"
"Philippines","37","1,186.1"
"Philippines","37","1,018.0"
"Philippines","37","833.5"
"Philippines","37","815.3"
"Philippines","37","812.9"
"Philippines","37","674.0"
"Philippines","37","627.4"
"Philippines","37","599.9"
"Philippines","37","506.0"
"Philippines","37","498.6"
"Philippines","37","491.5"
"Philippines","37","482.4"
"Philippines","37","482.4"
"Philippines","37","481.6"
"Philippines","37","477.1"
"Philippines","37","440.8"
"Philippines","37","419.9"
"Philippines","37","416.3"
"Philippines","37","404.1"
"Philippines","37","397.1"
"Philippines","37","397.0"
"Philippines","37","394.1"
"Philippines","37","372.7"
"Philippines","37","368.1"
"Philippines","37","362.6"
"Philippines","37","358.9"
"Philippines","37","346.3"
"Philippines","37","317.1"
"Philippines","37","314.3"
"Philippines","37","299.2"
"Philippines","37","284.1"
"Philippines","37","282.3"
"Philippines","37","250.0"
"Philippines","37","249.9"
"Philippines","37","231.5"
"Malaysia","38","22,996.1"
"Malaysia","38","17,734.1"
"Malaysia","38","4,937.4"
"Malaysia","38","4,223.1"
"Malaysia","38","3,186.9"
"Malaysia","38","3,173.4"
"Malaysia","38","2,937.5"
"Malaysia","38","2,099.9"
"Malaysia","38","1,990.8"
"Malaysia","38","1,798.5"
"Malaysia","38","1,775.8"
"Malaysia","38","1,609.0"
"Malaysia","38","1,542.7"
"Malaysia","38","1,425.3"
"Malaysia","38","1,293.0"
"Malaysia","38","1,186.1"
"Malaysia","38","1,018.0"
"Malaysia","38","833.5"
"Malaysia","38","815.3"
"Malaysia","38","812.9"
"Malaysia","38","674.0"
"Malaysia","38","627.4"
"Malaysia","38","599.9"
"Malaysia","38","506.0"
"Malaysia","38","498.6"
"Malaysia","38","491.5"
"Malaysia","38","482.4"
"Malaysia","38","482.4"
"Malaysia","38","481.6"
"Malaysia","38","477.1"
"Malaysia","38","440.8"
"Malaysia","38","419.9"
"Malaysia","38","416.3"
"Malaysia","38","404.1"
"Malaysia","38","397.1"
"Malaysia","38","397.0"
"Malaysia","38","394.1"
"Malaysia","38","372.7"
"Malaysia","38","368.1"
"Malaysia","38","362.6"
"Malaysia","38","358.9"
"Malaysia","38","346.3"
"Malaysia","38","317.1"
"Malaysia","38","314.3"
"Malaysia","38","299.2"
"Malaysia","38","284.1"
"Malaysia","38","282.3"
"Malaysia","38","250.0"
"Malaysia","38","249.9"
"Malaysia","38","231.5"
"Hong Kong","39","22,996.1"
"Hong Kong","39","17,734.1"
"Hong Kong","39","4,937.4"
"Hong Kong","39","4,223.1"
"Hong Kong","39","3,186.9"
"Hong Kong","39","3,173.4"
"Hong Kong","39","2,937.5"
"Hong Kong","39","2,099.9"
"Hong Kong","39","1,990.8"
"Hong Kong","39","1,798.5"
"Hong Kong","39","1,775.8"
"Hong Kong","39","1,609.0"
"Hong Kong","39","1,542.7"
"Hong Kong","39","1,425.3"
"Hong Kong","39","1,293.0"
"Hong Kong","39","1,186.1"
"Hong Kong","39","1,018.0"
"Hong Kong","39","833.5"
"Hong Kong","39","815.3"
"Hong Kong","39","812.9"
"Hong Kong","39","674.0"
"Hong Kong","39","627.4"
"Hong Kong","39","599.9"
"Hong Kong","39","506.0"
"Hong Kong","39","498.6"
"Hong Kong","39","491.5"
"Hong Kong","39","482.4"
"Hong Kong","39","482.4"
"Hong Kong","39","481.6"
"Hong Kong","39","477.1"
"Hong Kong","39","440.8"
"Hong Kong","39","419.9"
"Hong Kong","39","416.3"
"Hong Kong","39","404.1"
"Hong Kong","39","397.1"
"Hong Kong","39","397.0"
"Hong Kong","39","394.1"
"Hong Kong","39","372.7"
"Hong Kong","39","368.1"
"Hong Kong","39","362.6"
"Hong Kong","39","358.9"
"Hong Kong","39","346.3"
"Hong Kong","39","317.1"
"Hong Kong","39","314.3"
"Hong Kong","39","299.2"
"Hong Kong","39","284.1"
"Hong Kong","39","282.3"
"Hong Kong","39","250.0"
"Hong Kong","39","249.9"
"Hong Kong","39","231.5"
"Vietnam","40","22,996.1"
"Vietnam","40","17,734.1"
"Vietnam","40","4,937.4"
"Vietnam","40","4,223.1"
"Vietnam","40","3,186.9"
"Vietnam","40","3,173.4"
"Vietnam","40","2,937.5"
"Vietnam","40","2,099.9"
"Vietnam","40","1,990.8"
"Vietnam","40","1,798.5"
"Vietnam","40","1,775.8"
"Vietnam","40","1,609.0"
"Vietnam","40","1,542.7"
"Vietnam","40","1,425.3"
"Vietnam","40","1,293.0"
"Vietnam","40","1,186.1"
"Vietnam","40","1,018.0"
"Vietnam","40","833.5"
"Vietnam","40","815.3"
"Vietnam","40","812.9"
"Vietnam","40","674.0"
"Vietnam","40","627.4"
"Vietnam","40","599.9"
"Vietnam","40","506.0"
"Vietnam","40","498.6"
"Vietnam","40","491.5"
"Vietnam","40","482.4"
"Vietnam","40","482.4"
"Vietnam","40","481.6"
"Vietnam","40","477.1"
"Vietnam","40","440.8"
"Vietnam","40","419.9"
"Vietnam","40","416.3"
"Vietnam","40","404.1"
"Vietnam","40","397.1"
"Vietnam","40","397.0"
"Vietnam","40","394.1"
"Vietnam","40","372.7"
"Vietnam","40","368.1"
"Vietnam","40","362.6"
"Vietnam","40","358.9"
"Vietnam","40","346.3"
"Vietnam","40","317.1"
"Vietnam","40","314.3"
"Vietnam","40","299.2"
"Vietnam","40","284.1"
"Vietnam","40","282.3"
"Vietnam","40","250.0"
"Vietnam","40","249.9"
"Vietnam","40","231.5"
"United Arab Emirates","41","22,996.1"
"United Arab Emirates","41","17,734.1"
"United Arab Emirates","41","4,937.4"
"United Arab Emirates","41","4,223.1"
"United Arab Emirates","41","3,186.9"
"United Arab Emirates","41","3,173.4"
"United Arab Emirates","41","2,937.5"
"United Arab Emirates","41","2,099.9"
"United Arab Emirates","41","1,990.8"
"United Arab Emirates","41","1,798.5"
"United Arab Emirates","41","1,775.8"
"United Arab Emirates","41","1,609.0"
"United Arab Emirates","41","1,542.7"
"United Arab Emirates","41","1,425.3"
"United Arab Emirates","41","1,293.0"
"United Arab Emirates","41","1,186.1"
"United Arab Emirates","41","1,018.0"
"United Arab Emirates","41","833.5"
"United Arab Emirates","41","815.3"
"United Arab Emirates","41","812.9"
"United Arab Emirates","41","674.0"
"United Arab Emirates","41","627.4"
"United Arab Emirates","41","599.9"
"United Arab Emirates","41","506.0"
"United Arab Emirates","41","498.6"
"United Arab Emirates","41","491.5"
"United Arab Emirates","41","482.4"
"United Arab Emirates","41","482.4"
"United Arab Emirates","41","481.6"
"United Arab Emirates","41","477.1"
"United Arab Emirates","41","440.8"
"United Arab Emirates","41","419.9"
"United Arab Emirates","41","416.3"
"United Arab Emirates","41","404.1"
"United Arab Emirates","41","397.1"
"United Arab Emirates","41","397.0"
"United Arab Emirates","41","394.1"
"United Arab Emirates","41","372.7"
"United Arab Emirates","41","368.1"
"United Arab Emirates","41","362.6"
"United Arab Emirates","41","358.9"
"United Arab Emirates","41","346.3"
"United Arab Emirates","41","317.1"
